time_GPS,Pressure (Pa),Altitude_estimate (m),Altitude_Corrected (m)
11:48:40,39901.00364,6912.610774,6994
11:48:42,39835.76285,6923.743348,7005
11:48:44,39770.62872,6934.872457,7017
11:48:46,39712.82113,6944.762092,7028
11:48:48,39640.67979,6957.120289,7037
11:48:50,39583.06108,6967.00377,7047
11:48:52,39532.71341,6975.649573,7056
11:48:55,39432.21011,6992.934904,7073
11:48:57,39367.7358,7004.042484,7085
11:48:59,39303.36691,7015.146607,7097
11:49:01,39253.37499,7023.780759,7106
11:49:05,33779.41122,8028.07689,7127
11:49:07,39082.45636,7053.367705,7137
11:49:09,39025.64902,7063.224565,7147
11:49:11,38961.83945,7074.310274,7156
11:49:13,38912.28193,7082.930107,7165
17:18:36,34249.43504,7936.865457,18690
11:49:18,38778.08615,7106.316282,7188
11:49:20,38735.80476,7113.698199,7197
11:49:20,38735.80476,7113.698199,7197
11:49:24,38616.25767,7134.605313,7218
11:49:26,38553.11747,7145.668812,7230
11:49:28,38497.07952,7155.500142,7239
11:49:30,38448.11313,7164.100326,7247
11:49:32,38392.2278,7173.926558,7257
11:49:34,38336.4237,7183.750073,7268
11:49:37,10275.7194,15048.46245,7286
11:49:37,10275.7194,15048.46245,7286
11:49:41,38127.87975,7220.56406,7306
11:49:43,38072.45988,7230.374675,7315
11:49:47,37954.95996,7251.213224,7338
11:49:51,37830.9435,7273.264222,7360
11:49:53,37782.82438,7281.835904,7369
11:49:55,37727.90604,7291.629572,7377
11:49:58,37631.99095,7308.761973,7393
11:50:00,37584.12489,7317.325064,7401
11:50:02,37536.3197,7325.886083,7409
11:50:04,37488.57532,7334.44503,7417
11:50:06,37434.08467,7344.224147,7426
11:50:08,38259.82548,7197.252969,7437
11:50:10,37311.7701,7366.217272,7447
11:50:12,37271.08746,7373.545272,7454
11:50:14,37216.91292,7383.313574,7465
11:50:16,37169.5748,7391.858622,7472
11:50:19,37088.56377,7406.502465,7488
11:50:21,37048.12449,7413.822108,7496
11:50:23,36980.82365,7426.018139,7506
11:50:25,36933.78581,7434.552852,7516
11:50:29,36839.88955,7451.616082,7532
11:50:31,36793.03097,7460.144599,7542
11:50:31,36793.03097,7460.144599,7542
11:50:35,36686.14933,7479.630604,7563
11:50:37,36626.1649,7490.586745,7573
11:50:40,36539.69384,7506.406263,7588
11:50:42,36479.94887,7517.354073,7601
11:50:46,36387.20636,7534.377228,7620
11:49:44,36314.50267,7547.746784,7631
11:49:44,36314.50267,7547.746784,7631
11:50:52,36209.01109,7567.184336,7652
11:50:54,36156.38027,7576.89908,7660
03:18:58,3.714040776,36564.626,38398
11:51:01,35959.6951,7613.305445,7695
11:51:03,35907.42666,7623.007433,7705
11:51:05,35842.19792,7635.131144,7715
11:51:07,35796.60833,7643.615247,7727
11:51:07,35796.60833,7643.615247,7727
11:51:11,35699.1115,7661.788555,7745
11:51:13,35640.7409,7672.688017,7754
11:51:15,35601.8802,7679.95244,7761
11:51:17,35543.66859,7690.84625,7773
11:51:19,35479.10063,7702.946507,7786
11:51:22,35408.21134,7716.251959,7797
11:51:24,35350.31638,7727.134473,7809
11:51:26,35292.51607,7738.013602,7819
11:51:28,35241.21737,7747.681097,7829
11:51:30,35196.39217,7756.137961,7838
11:51:32,35145.23318,7765.800443,7848
11:51:34,35094.14855,7775.460252,7857
11:51:36,35043.13816,7785.11739,7868
11:51:38,34979.47944,7797.185055,7878
11:51:40,34922.28546,7808.042387,7889
11:51:43,34820.83808,7827.33597,7908
11:51:45,34763.90349,7838.183921,7919
11:51:47,34713.37311,7847.82371,7927
11:51:47,34713.37311,7847.82371,7927
11:51:51,34606.2398,7868.299409,7948
11:51:53,34549.65608,7879.134614,7958
11:51:55,34499.43711,7888.763076,7968
11:51:57,34449.29113,7898.388876,7979
11:51:59,34380.4594,7911.620003,7992
11:52:04,34230.75808,7940.470455,8021
11:52:06,34174.78828,7951.283203,8031
11:52:08,34137.52593,7958.489832,8039
11:52:08,34137.52593,7958.489832,8039
11:52:12,34032.16976,7978.900499,8059
11:52:14,33988.88237,7987.301404,8069
11:52:16,33933.30804,7998.099581,8077
11:52:18,33896.30898,8005.296498,8086
11:52:20,33847.03964,8014.890066,8096
11:52:22,33797.84192,8024.480981,8105
11:52:25,33724.17938,8038.862379,8119
11:52:27,33669.03785,8049.644512,8129
11:52:29,33613.98648,8060.42329,8141
11:52:31,33565.1275,8070.001611,8151
11:52:33,33516.33953,8079.577282,8159
11:52:35,33461.53782,8090.346747,8169
11:52:37,33406.82572,8101.112861,8180
11:52:39,33352.20307,8111.875625,8193
11:52:41,33297.66974,8122.635039,8204
11:52:43,33249.27051,8132.196153,8213
11:52:46,33182.83643,8145.338367,8228
11:52:48,33122.557,8157.281497,8240
11:52:50,33074.4123,8166.833028,8250
11:52:52,33014.32982,8178.768727,8262
11:52:54,32954.35649,8190.7003,8273
11:52:58,32846.67889,8212.166736,8297
11:53:00,32792.9721,8222.894945,8308
11:53:02,32751.26087,8231.2368,8318
11:53:04,32703.65584,8240.767876,8329
11:53:09,32584.94579,8264.584035,8351
11:53:11,32525.75244,8276.48594,8362
11:53:13,32484.38109,8284.814825,8373
11:53:15,32425.37042,8296.709735,8383
11:53:17,32378.23908,8306.222703,8393
11:53:17,32378.23908,8306.222703,8393
11:53:21,32266.57651,8328.805456,8415
11:53:23,32213.8182,8339.497373,8426
11:53:25,32161.14615,8350.185963,8439
11:53:28,32079.38297,8366.806048,8456
11:53:30,32026.93073,8377.486141,8466
11:53:32,31974.56424,8388.162911,8477
11:53:34,31928.08814,8397.650584,8486
11:53:36,31875.88327,8408.321079,8498
11:53:38,31800.62688,8423.728156,8510
11:53:40,31748.63041,8434.390537,8521
11:53:42,31708.24749,8442.681207,8532
11:53:44,31662.15848,8452.153801,8541
11:53:46,31616.13645,8461.623775,8551
11:53:49,31535.75881,8478.189928,8568
11:53:51,31489.92051,8487.652701,8578
11:53:57,31312.9255,8524.296232,8612
11:53:59,31261.72643,8534.927322,8627
11:54:01,31182.24978,8551.457998,8642
11:54:03,31119.94561,8564.440773,8656
11:54:05,31063.41348,8576.239012,8669
11:54:07,30995.71046,8590.391515,8684
11:54:10,30888.81566,8612.787638,8708
11:54:12,30810.28702,8629.280632,8723
11:54:16,30704.03167,8651.651214,8747
11:54:18,30625.9728,8668.125399,8764
11:54:20,30542.55849,8685.767465,8782
11:54:22,30487.0752,8697.523759,8795
11:54:24,30426.15998,8710.450989,8807
11:54:26,30404.03919,8715.15058,8814
11:54:28,30365.36648,8723.373302,8822
03:56:39,30310.20507,8735.116596,8834
11:54:33,30282.66195,8740.98672,8842
11:54:35,30244.14362,8749.203189,8849
11:54:37,30205.67429,8757.41767,8857
11:54:39,30172.73952,8764.457071,8865
11:54:41,30134.36101,8772.66786,8873
11:54:43,30096.03131,8780.876661,8881
11:54:47,30035.8974,8793.772194,8897
11:54:49,29992.23912,8803.147682,8905
11:54:52,29937.75551,8814.863396,8918
11:54:56,29867.07474,8830.08777,8933
11:54:58,29834.50915,8837.112096,8940
11:55:00,29796.56084,8845.305302,8948
11:55:02,29764.07214,8852.326471,8955
11:55:04,29731.61885,8859.346184,8963
11:55:06,29699.20095,8866.364441,8971
11:55:08,29666.8184,8873.381241,8978
11:55:10,29623.69658,8882.734712,8987
11:55:13,29580.63744,8892.085595,8998
11:55:15,29543.01203,8900.265496,9006
11:55:17,29505.43448,8908.443418,9014
11:55:19,29462.54722,8917.78719,9023
11:55:21,29430.4227,8924.793324,9032
11:55:23,29403.67902,8930.630658,9038
11:55:25,29371.61868,8937.634128,9046
11:55:27,29334.25912,8945.803006,9054
11:55:29,29302.27447,8952.803327,9062
11:55:31,29270.32469,8959.802197,9070
11:55:34,29211.84055,8972.629688,9081
11:55:36,29185.29549,8978.458753,9088
11:55:38,29142.87355,8987.78316,9097
11:55:40,29111.09757,8994.774774,9105
11:55:42,29079.35624,9001.764937,9113
11:55:44,29047.64951,9008.75365,9120
11:55:46,29015.97735,9015.740913,9129
11:55:48,28979.07015,9023.890888,9137
11:55:50,28947.47276,9030.875011,9145
11:55:52,28910.65269,9039.021324,9152
11:55:55,28852.88717,9051.818689,9165
11:55:57,28810.94838,9061.122807,9175
11:56:01,28722.03076,9080.885515,9197
11:56:03,28675.06787,9091.343422,9207
11:56:05,28633.38755,9100.636609,9219
11:56:07,28576.176,9113.410543,9229
11:56:09,28519.07877,9126.17962,9242
11:56:11,28462.09561,9138.943841,9255
11:56:13,28425.8929,9147.063999,9264
11:56:13,28425.8929,9147.063999,9264
11:56:18,28317.5608,9171.412687,9287
11:56:20,28266.11929,9183.001087,9297
11:56:22,28214.77122,9194.585481,9309
11:56:24,28173.75993,9203.850112,9321
11:56:26,28127.69348,9214.26976,9333
11:56:28,28086.80876,9223.528948,9343
11:56:30,28040.88447,9233.942472,9354
11:56:32,28010.31001,9240.883022,9361
11:56:34,27959.42662,9252.447406,9370
11:56:37,27893.41638,9267.475128,9386
11:56:39,27852.87218,9276.7196,9398
11:56:41,27807.33039,9287.116574,9406
11:56:43,27777.01057,9294.046094,9416
11:56:45,27736.63556,9303.283217,9424
11:56:47,27696.31924,9312.517785,9433
11:56:49,27656.06151,9321.749799,9442
11:56:51,27615.8623,9330.97926,9453
11:56:53,27570.70803,9341.359352,9464
11:56:55,27530.63288,9350.583389,9473
11:57:00,27440.67663,9371.328146,9496
11:57:02,27405.77308,9379.392066,9506
11:57:04,27365.93766,9388.605584,9514
11:57:06,27321.19202,9398.967746,9525
11:57:08,27281.47954,9408.17585,9535
11:57:10,27236.87199,9418.531923,9547
11:57:12,27192.33737,9428.884774,9557
04:01:52,114794.6753,-1051.156106,9676
11:57:16,27103.48647,9449.580812,9579
11:57:19,27049.33167,9462.222052,9592
11:57:21,27000.19393,9473.709916,9604
11:57:25,26911.97083,9494.378065,9627
11:57:27,26863.08261,9505.854813,9639
11:57:29,26819.15915,9516.180494,9651
11:57:31,26770.43953,9527.649704,9664
11:57:33,26726.66754,9537.968604,9675
11:57:35,26678.11594,9549.430282,9687
11:57:37,26629.65252,9560.887998,9698
11:57:40,26566.78168,9575.777107,9713
11:57:42,26532.98964,9583.791548,9722
11:57:44,26504.05926,9590.659525,9730
11:57:46,26470.347,9598.670364,9740
11:57:48,26436.67763,9606.679264,9749
11:57:50,26393.45135,9616.973574,9760
11:57:52,26355.08733,9626.121383,9770
11:57:54,26316.77907,9635.266662,9780
11:57:56,26278.52649,9644.409411,9789
11:57:58,26240.32951,9653.549632,9799
11:58:01,26183.13811,9667.255223,9815
11:58:03,26145.07978,9676.389125,9822
11:58:05,26111.82412,9684.379217,9830
11:58:07,26069.12898,9694.649351,9840
11:58:09,26031.23636,9703.775676,9851
11:58:11,25983.94803,9715.180034,9862
11:58:13,25941.46197,9725.440585,9871
11:58:15,25899.04538,9735.697943,9882
11:58:17,25866.10266,9743.673682,9890
11:58:19,25833.20183,9751.64749,9900
11:58:22,25781.58506,9764.173862,9915
11:58:24,25744.11038,9773.280959,9924
11:58:26,25706.69017,9782.385537,9933
11:58:28,25678.66071,9789.212318,9941
11:58:30,25645.99829,9797.175106,9950
11:58:34,25566.84814,9816.505283,9969
12:25:42,25529.68558,9825.597907,19035
11:58:40,25455.52242,9843.775609,10000
11:58:43,25413.90035,9853.996149,10011
11:58:45,25358.51011,9867.618588,10022
11:58:47,25321.65036,9876.697075,10034
11:58:49,24134.87364,10174.88268,10043
11:58:51,25252.68268,9893.71247,10048
11:58:53,33352.20307,8111.875625,10056
11:58:55,25188.48232,9909.585546,10065
11:58:57,25156.44337,9917.519202,10076
11:58:59,25110.74412,9928.849667,10086
11:59:01,25074.2445,9937.911219,10097
11:59:04,25015.04573,9952.630896,10111
11:59:06,24983.22738,9960.554135,10121
11:59:08,24951.4495,9968.475457,10130
11:59:10,24910.65161,9978.657198,10140
11:59:12,24883.49008,9985.443265,10150
11:59:14,24847.32077,9994.489164,10158
11:59:16,24811.20403,10003.53256,10167
11:59:18,24775.13979,10012.57346,10175
11:59:20,24739.12796,10021.61185,10185
11:59:22,24707.66055,10029.5184,10194
11:59:25,24653.80952,10043.06803,10209
11:59:27,24622.45063,10050.96938,10217
11:59:29,24591.13163,10058.86882,10227
11:59:31,24555.38726,10067.89441,10237
11:59:33,24519.69484,10076.91751,10248
11:59:35,24475.15226,10088.19287,10260
11:59:37,24439.57647,10097.21035,10270
11:59:39,24395.17943,10108.4787,10280
11:59:41,24355.29105,10118.61688,10289
11:59:43,24324.31185,10126.49995,10298
11:59:46,24271.2963,10140.00934,10315
11:59:48,24236.01681,10149.01249,10325
11:59:50,24196.38867,10159.13806,10335
11:59:52,24161.21805,10168.13592,10344
11:59:54,24121.71221,10178.25554,10354
11:59:56,24082.27096,10188.37201,10363
11:59:58,24056.01262,10195.11457,10372
12:00:00,24016.67879,10205.2258,10383
12:00:04,23946.91071,10223.19354,10401
12:00:07,23899.06275,10235.5406,10416
12:00:09,23864.3243,10244.51733,10427
12:00:11,23820.97222,10255.73475,10438
12:00:13,23786.34727,10264.70589,10449
12:00:15,23747.45435,10274.79546,10459
12:00:17,23704.31457,10286.00242,10471
12:00:19,23669.85918,10294.96519,10481
12:00:21,23635.45386,10303.92549,10488
12:00:23,23592.51754,10315.12237,10500
12:00:23,23592.51754,10315.12237,10500
12:00:28,23481.24776,10344.21615,10534
12:00:30,23430.06961,10357.63523,10546
12:00:32,23404.52238,10364.34269,10556
12:00:34,23370.50273,10373.28379,10564
12:00:36,23340.77611,10381.10523,10573
12:00:40,23277.20345,10397.85909,10592
12:00:42,23239.14299,10407.90723,10603
12:00:44,23205.36372,10416.83629,10615
12:00:46,23167.42072,10426.87853,10625
12:00:49,23125.33459,10438.03291,10640
12:00:51,23091.72074,10446.95363,10650
12:00:53,23049.77212,10458.10107,10660
12:00:55,23016.2681,10467.01625,10672
12:00:57,22991.17204,10473.70101,10682
12:00:59,22949.40607,10484.8392,10690
12:01:01,22920.21504,10492.63364,10700
12:01:05,22849.47703,10511.55515,10717
12:01:10,22758.25768,10536.02531,10744
12:01:14,22704.5266,10550.4762,10763
18:11:49,14.92385313,34710.98296,34092
12:01:18,22634.45423,10569.36372,10782
12:01:20,22601.55387,10578.24812,10792
12:01:22,22568.70132,10587.13007,10800
12:01:24,22535.89653,10596.00956,10810
12:01:26,22499.04813,10605.99605,10819
12:01:28,22470.42992,10613.76118,10830
12:01:31,22417.37835,10628.17713,10845
12:01:33,22388.86402,10635.93689,10853
12:01:35,22323.82452,10653.66642,10864
12:01:41,22226.61934,10680.24234,10893
12:01:51,56.38702209,32416.93969,41622
12:01:45,22162.05114,10697.94736,10913
12:01:47,22129.83741,10706.79621,10923
12:01:49,22097.6705,10715.6426,10931
12:01:52,22053.51733,10727.8024,10946
12:01:54,22025.46579,10735.53804,10957
12:01:56,21997.44994,10743.27182,10964
12:01:58,21969.46973,10751.00372,10972
12:02:00,21937.53591,10759.83789,10981
12:02:02,21913.61601,10766.46191,10991
12:02:04,21877.78505,10776.39537,11001
12:02:06,21849.95704,10784.11926,11010
12:02:08,21814.23017,10794.04722,11020
12:02:13,21750.8599,10811.68931,11042
12:02:15,21719.24383,10820.50669,11052
12:02:17,21691.61747,10828.2199,11061
12:02:19,21652.21218,10839.23554,11071
12:02:21,21612.87847,10850.24737,11081
12:02:23,21589.31255,10856.85264,11090
12:02:25,21557.93129,10865.65753,11099
12:02:27,21530.5101,10873.35981,11109
12:02:29,21503.12379,10881.06024,11118
12:02:31,21464.06091,10892.0576,11128
12:02:34,21421.17369,10904.15032,11141
12:02:36,21390.03681,10912.94213,11152
12:02:38,21362.82917,10920.63297,11160
12:02:40,21335.65614,10928.32195,11170
12:02:42,21296.89747,10939.30299,11179
12:02:44,21273.67607,10945.88978,11190
12:02:46,21238.89143,10955.76741,11200
12:02:48,21208.0195,10964.54495,11210
12:02:50,21173.34221,10974.41678,11219
12:02:52,21146.41019,10982.09274,11228
12:02:55,21096.48443,10996.34318,11243
12:02:57,21077.31361,11001.82241,11253
12:02:59,21042.85003,11011.68264,11262
12:03:03,20989.35198,11027.01468,11283
12:03:07,20920.76858,11046.7164,11299
12:03:07,20920.76858,11046.7164,11299
12:03:11,20859.99369,11064.21875,11319
12:03:13,20833.46022,11071.87298,11329
12:03:16,20795.6138,11082.80439,11342
12:03:18,20765.38617,11091.54679,11352
12:03:20,20735.20248,11100.28678,11361
12:03:24,20674.96664,11117.7595,11380
12:03:26,20644.91437,11126.49223,11392
12:03:28,20611.15777,11136.31368,11401
12:03:30,20584.9408,11143.95046,11410
11:45:30,91058.8924,833.9800718,8292
12:03:37,20487.8551,11172.29949,11447
12:03:39,20465.51581,11178.83796,11452
12:03:41,20432.05253,11188.64311,11461
12:03:43,20413.48547,11194.0891,11470
12:03:45,20376.40195,11204.97826,11479
12:03:47,20346.78364,11213.68688,11487
12:17:57,47.40660947,32750.23487,31975
12:03:51,20287.6761,11231.09688,11503
12:03:53,20254.5036,11240.88578,11513
12:03:55,20221.38533,11250.67163,11525
12:03:58,20188.32122,11260.45443,11537
12:04:00,20158.97628,11269.14771,11546
12:04:02,20129.67399,11277.83858,11557
12:04:04,20096.75983,11287.61293,11568
12:04:04,20096.75983,11287.61293,11568
12:04:08,20042.02243,11303.89676,11588
12:04:10,20005.61368,11314.74796,11600
12:04:12,19980.16691,11322.34156,11610
12:04:16,19929.37044,11337.52326,11630
12:04:19,19882.31792,11351.61398,11646
12:04:21,19853.41775,11360.28204,11656
12:04:23,19824.55959,11368.9477,11665
12:04:25,18360.29141,11822.68011,11675
12:04:27,19774.15871,11384.10685,11685
12:04:29,19741.82582,11393.84814,11695
12:04:31,19716.71457,11401.4226,11703
12:04:33,41438.92222,6654.356976,11714
12:04:35,19645.14399,11423.05383,11726
12:04:37,19613.02205,11432.783,11737
12:04:40,19573.8332,11444.67011,11750
12:04:42,19541.82785,11454.39255,11761
12:04:44,19509.87483,11464.11198,11773
12:04:46,19477.97405,11473.82838,11783
17:46:08,16856.40752,12320.29029,31505
12:04:52,19389.63419,11500.80252,11813
12:04:54,19361.45013,11509.42932,11821
12:04:56,19336.82269,11516.97581,11830
12:04:58,19308.71539,11525.59814,11837
12:05:01,19270.13455,11537.44995,11850
12:03:27,19249.12296,11543.91267,18484
04:04:49,39583.06108,6967.00377,32415
12:05:07,19186.22554,11563.2928,11881
12:05:09,19161.82097,11570.82626,11889
12:05:11,19137.44743,11578.3579,11897
12:05:15,19081.85286,11595.56622,11918
12:05:17,19050.6519,11605.24172,11930
12:05:19,19022.96055,11613.83964,11940
12:05:22,18988.40296,11624.58369,11953
12:05:24,18957.3548,11634.25017,11963
12:05:26,18936.68424,11640.69281,11972
12:14:00,18902.28337,11651.42758,20175
12:05:30,18878.23995,11658.93971,11993
12:05:32,18850.7992,11667.52278,12002
12:05:34,18819.97602,11677.17589,12013
12:05:36,18796.03729,11684.68179,12021
12:05:38,18768.71602,11693.25774,12031
12:05:40,18744.84249,11700.75975,12040
12:05:43,18703.98705,11713.61611,12062
12:05:45,18676.79958,11722.18406,12066
12:05:47,18649.65162,11730.74964,12076
12:05:49,18619.15732,11740.38308,12089
12:05:51,18598.8555,11746.80371,12098
12:05:53,18558.31824,11759.64097,12101.72767
12:05:55,18531.34249,11768.19619,12111.31946
12:05:57,18497.67793,11778.88689,12123.30919
12:05:59,18464.07453,11789.57389,12135.29893
12:06:02,18427.18129,11801.32532,12148.48765
12:06:04,18407.08878,11807.73331,12155.68149
12:06:06,18383.6752,11815.20761,12164.07431
12:06:08,18353.61579,11824.81478,12174.86508
12:06:12,18306.95436,11839.75332,12191.65073
12:06:14,18283.66815,11847.21988,12200.04355
12:06:16,18260.41156,11854.68463,12208.43637
12:06:18,18237.18455,11862.14757,12216.8292
12:06:20,18217.29919,11868.54294,12224.02304
12:06:23,18184.20511,11879.19895,12236.01279
12:06:25,18161.07502,11886.65596,12244.40562
12:06:27,18141.27265,11893.04625,12251.59947
12:06:29,18114.90308,11901.56458,12261.19127
12:06:31,18091.86114,11909.01618,12269.5841
12:06:33,18068.84851,11916.46597,12277.97693
12:06:35,18045.86515,11923.91397,12286.36976
12:06:37,18026.18839,11930.29653,12293.56361
12:06:39,18003.25929,11937.74118,12301.95644
12:06:41,17983.62899,11944.12087,12309.15029
12:06:41,17983.62899,11944.12087,12309.15029
12:06:46,17928.12596,11962.18948,12329.53288
12:06:48,17908.57758,11968.5641,12336.72674
12:06:50,17879.29496,11978.12356,12347.51752
12:06:50,17879.29496,11978.12356,12347.51752
12:06:54,17843.57011,11989.80329,12360.70626
12:06:56,17817.63324,11998.29486,12370.29807
12:06:58,17794.96941,12005.72305,12378.69091
12:07:00,17772.3344,12013.14945,12387.08374
12:07:00,17772.3344,12013.14945,12387.08374
12:07:05,17720.70528,12030.11732,12406.26737
12:07:07,17694.947,12038.59773,12415.85918
12:07:09,17678.86708,12043.8968,12421.85407
12:07:11,17659.59047,12050.25448,12429.04793
12:07:13,17640.33488,12056.61083,12436.24179
12:07:15,17621.10028,12062.96587,12443.43565
12:07:17,17601.88665,12069.31959,12450.62952
12:07:19,17579.49723,12076.73059,12459.02236
12:07:21,17553.94418,12085.19812,12468.61418
12:07:23,17541.18159,12089.431,12473.41009
12:07:25,17512.49968,12098.95285,12484.20088
12:07:28,17483.86466,12108.47174,12494.99168
12:07:30,17461.62535,12115.87327,12503.38453
12:07:32,17445.75745,12121.15898,12509.37942
12:07:34,17417.23156,12130.67096,12520.17022
12:07:36,17398.24021,12137.01063,12527.36408
12:07:38,17379.26957,12143.34899,12534.55795
12:07:40,17360.31961,12149.68604,12541.75182
12:07:42,17344.54377,12154.9659,12547.74671
12:07:44,17316.18336,12164.46736,12558.53752
12:07:47,17284.72618,12175.02108,12570.5273
12:07:49,17269.01902,12180.29656,12576.52219
12:07:51,17250.18928,12186.62594,12583.71606
12:07:53,17225.11488,12195.06308,12593.30789
12:07:55,17203.20468,12202.44365,12601.70074
12:07:57,17187.5716,12207.7144,12607.69564
12:07:59,17165.70915,12215.09192,12616.08849
12:08:01,17143.87451,12222.46765,12624.48134
12:08:03,17122.06764,12229.84159,12632.8742
12:08:05,17103.39811,12236.1607,12640.06807
12:08:08,17069.2235,12247.74232,12653.25684
12:08:10,17053.71217,12253.00524,12659.25174
12:08:12,17032.01998,12260.37179,12667.6446
12:08:14,17010.35538,12267.73657,12676.03745
12:08:16,16994.89754,12272.99603,12682.03235
12:08:18,16976.36667,12279.30618,12689.22623
12:08:20,16954.77286,12286.66637,12697.61909
12:08:22,16936.28574,12292.97369,12704.81297
12:08:24,16911.66759,12301.38141,12714.40481
12:08:26,16890.15607,12308.73626,12722.79767
12:08:29,16859.47278,12319.2401,12734.78747
12:08:31,16841.08957,12325.54067,12741.98135
12:08:33,16822.7264,12331.83992,12749.17523
12:08:35,16804.38325,12338.13787,12756.36911
12:08:37,17733.59849,12025.87623,12401.47146
12:08:45,16697.77945,12374.84987,12798.33344
12:08:47,16676.53998,12382.18694,12806.7263
12:08:50,16649.27178,12391.61771,12817.51713
12:08:52,16628.094,12398.95073,12825.91
12:08:54,16603.92381,12407.32914,12835.50185
12:08:56,16582.80371,12414.65835,12843.89472
12:08:58,16561.71048,12421.98579,12852.28759
12:09:00,16540.64408,12429.31146,12860.68046
12:09:02,16522.60849,12435.58919,12867.87435
12:09:04,16501.59182,12442.91156,12876.26722
12:09:06,16480.60188,12450.23216,12884.66009
12:09:08,16465.62541,12455.46008,12890.655
12:09:11,16435.71329,12465.9132,12902.64482
12:09:13,16417.79211,12472.18334,12909.83872
12:09:15,16396.90876,12479.49686,12918.23159
12:09:17,16376.05197,12486.8086,12926.62447
12:09:19,16361.1705,12492.0302,12932.61938
12:09:25,16295.85254,12514.99449,12958.99699
12:09:27,16278.08385,12521.25445,12966.19089
12:09:29,16257.3782,12528.55609,12974.58377
12:09:32,16233.74684,12536.89867,12984.17563
12:09:34,16213.09758,12544.19652,12992.56851
12:09:36,16189.53058,12552.53477,13002.16038
12:09:38,16168.93756,12559.82885,13010.55326
12:09:40,16154.24429,12565.03782,13016.54818
12:09:42,16133.69615,12572.32887,13024.94106
12:09:44,16116.10426,12578.57693,13032.13496
12:09:46,16092.67824,12586.90567,13041.72683
12:09:48,16072.20841,12594.19143,13050.11972
12:09:50,16054.68356,12600.43496,13057.31362
12:09:53,16019.69117,12612.91814,13071.70142
12:09:55,16008.04399,12617.07805,13076.49736
12:09:57,15990.5891,12623.31683,13083.69126
12:09:59,15961.5399,12633.71193,13095.68111
12:10:01,15947.0351,12638.90813,13101.67603
12:10:03,15929.64672,12645.14239,13108.86993
12:10:05,15909.38425,12652.41405,13117.26282
12:10:07,15889.14755,12659.68396,13125.65571
12:10:09,1.086050838,37841.05955,76367.67827
12:10:11,15848.75134,12674.21849,13142.4415
12:10:14,15822.83659,12683.55841,13153.23236
12:10:16,15802.70998,12690.82078,13161.62526
12:10:18,15782.60896,12698.08139,13170.01815
12:10:20,15762.53351,12705.34024,13178.41105
12:10:22,15745.3463,12711.56072,13185.60496
12:10:24,15728.17783,12717.77991,13192.79887
12:10:26,15702.46023,12727.10627,13203.58974
12:10:28,15682.48672,12734.3581,13211.98264
12:10:30,15662.53861,12741.60818,13220.37554
12:10:32,15645.46043,12747.82113,13227.56945
12:10:35,15617.03817,12758.17319,13239.55931
12:10:37,15600.0096,12764.38271,13246.75322
12:10:39,15582.9996,12770.59094,13253.94714
12:10:41,15563.17803,12777.83225,13262.34004
12:10:41,15563.17803,12777.83225,13262.34004
12:10:45,15526.43342,12791.27575,13277.92686
12:10:47,15503.86448,12799.54567,13287.51875
12:10:49,15489.77555,12804.7132,13293.51369
12:10:51,15472.88574,12810.91307,13300.70761
12:10:53,15453.20423,12818.14462,13309.10051
12:10:58,15402.70951,12836.732,13330.68227
12:11:00,15385.91462,12842.92523,13337.8762
12:11:02,15371.93287,12848.08527,13343.87113
12:11:04,15344.00748,12858.40267,13355.861
12:11:06,15321.70369,12866.65402,13365.4529
12:11:08,15310.56396,12870.77885,13370.24885
12:11:10,15288.30879,12879.02678,13379.84075
12:11:12,15268.86204,12886.24185,13388.23366
12:11:14,15254.98666,12891.3944,13394.2286
12:11:17,15227.2737,12901.69683,13406.21848
12:11:19,15207.90459,12908.90642,13414.61139
12:11:21,15194.0846,12914.05505,13420.60633
12:11:23,15171.99872,12922.29101,13430.19824
12:11:25,15147.19048,12931.55375,13440.98913
12:11:27,15136.17762,12935.6696,13445.78509
12:11:29,15116.92438,12942.87096,13454.178
12:11:31,15094.95065,12951.09896,13463.76991
12:11:33,15081.2333,12956.2403,13469.76485
12:11:35,15067.52841,12961.38075,13475.7598
12:11:38,15034.68746,12973.71421,13490.14766
12:11:40,15012.83326,12981.93368,13499.73957
12:11:42,14999.19053,12987.06969,13505.73452
12:11:44,14980.11152,12994.25862,13514.12744
12:11:46,14961.05678,13001.4458,13522.52037
12:11:48,14944.74343,13007.60486,13529.7143
12:11:50,14925.73368,13014.78882,13538.10723
12:11:52,14904.03785,13022.99693,13547.69914
12:11:54,14885.07987,13030.17716,13556.09207
12:11:56,14868.84936,13036.33026,13563.28601
12:11:59,14839.13938,13047.60763,13576.4749
12:12:01,15171.99872,12922.29101,13430.19824
12:12:03,14804.10411,13060.9299,13592.06177
12:12:05,14785.27324,13068.10096,13600.4547
12:12:07,14761.0973,13077.31833,13611.24561
12:12:09,14745.00198,13083.46166,13618.43955
12:12:11,14718.21542,13093.6977,13630.42946
12:12:13,14702.16685,13099.83762,13637.6234
12:12:15,14683.46564,13106.99926,13646.01633
12:12:17,14664.7882,13114.15917,13654.40927
12:12:20,14638.14736,13124.3846,13666.39918
12:12:22,14619.52757,13131.5403,13674.79212
12:12:24,14603.5866,13137.67237,13681.98606
12:12:26,14585.01077,13144.82486,13690.379
